,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
1,1.60154586003,1.99846248944,3.0,2.21181137463,5.0,2.20689485428,1.42318138164,5.0,5.0,3.0,1.85287432757,4.0,4.4256897743,2.40861562287,1.30175818665,1.58205156134,1.64107546628,5.0,1.84963049714,5.0,1.71911699335,4.4182654631,4.69806315908,4.0,1.84507301698,2.25269095645,2.0,3.0,2.0,5.0,1.0,1.73838844857,4.38965303961,4.31455642005,2.23021898312,4.50309234354,4.0,4.53475107282,1.81059637299,1.88233013891,2.39718014291,1.2416990115,5.0,1.0,5.0,2.0,1.48839887375,4.59079938935,4.28418597788,5.0,1.0,1.64316070396,1.8078141812,5.0,2.26995457052,1.92303991929,2.51083525558,4.56765849393,4.0,2.10352805126,2.0,1.98998906957,2.21295952836,3.0,2.37508634593,2.21015681519,2.24457341344,1.55487807951,4.37593083564,4.29365763033,4.80397288532,5.0,3.0,5.0,4.0,2.0,1.41216278558,2.11049051356,2.10181864316,2.2590570965,3.0,1.0,1.0,1.0,4.26139510403,2.0,1.92083818989,4.60590618448,2.3209432018,5.0,1.0,5.0,4.42239100407,1.0,5.0,1.79956798251,4.39243928161,2.52611199039,2.0,3.0,4.60210857829,5.0,1.79315820946,4.67112723992,4.6347427415,2.09732720137,2.07227087925,2.47194981565,1.92073887878,1.0,2.0,2.08389953671,2.18057134576,5.0,2.0,2.01973107172,2.07450350565,2.0,4.31093546798,2.33548022126,2.0,1.81853537677,1.0,2.2619266722,2.14109584486,2.50540391691,4.62219458658,2.0,2.13526503111,5.0,1.84879065969,1.63372472101,4.43187833134,4.37908965448,1.99485451125,1.0,2.0,1.0,4.0,4.44330853846,2.52474951156,1.46046682363,1.89215495823,1.88566553051,1.35518924348,1.43626247807,2.00861641281,1.97891139031,4.43313433436,2.0
2,4.42119506271,1.89284289448,1.83014288989,5.0,1.74980779429,4.49437429586,1.0,3.0,1.0,4.36866123824,2.20993991492,2.04698231099,2.16495591206,1.99304922736,4.0,4.0,2.37392043842,1.66997479596,4.57959656979,2.0,1.70436642088,2.09139973847,2.36152570838,2.44790608587,4.52847337354,2.06176299671,5.0,2.32219867959,1.6292421902,2.09226420439,5.0,2.0,1.69750785414,2.39757964185,2.0,2.6973473167,2.27314029625,2.0,1.0,3.0,1.89576518562,4.0,2.65417350718,2.57490853532,2.0,1.0,2.3907102643,2.1409374145,1.0,2.12712142895,3.0,1.83479456491,4.0,2.33929405679,2.350873003,5.0,2.0,2.23432455334,1.49708251937,2.33351460625,3.0,1.94934310292,1.70056561791,5.0,4.38825835094,1.0,4.0,1.80903541659,1.98265598017,1.57585556048,2.12265000373,2.54632572382,5.0,2.30292984435,1.85356100034,2.07320211584,4.0,5.0,1.44746608762,4.46196135298,4.0,4.45964160025,1.60028765586,4.41506462899,2.24431128085,1.88583157694,2.0,3.0,2.37880346061,1.0,2.01194503172,2.0,2.0163090688,4.40375423213,2.17785988965,1.76579674419,2.05705016907,2.44482256749,4.55757015316,4.62082719681,2.09168684137,1.70452572184,1.42792670859,1.0,1.0,4.63195418884,2.19770354785,2.09079644967,2.18760014062,1.0,1.91088266529,1.7950647829,5.0,1.56595591685,1.0,4.52265089675,1.91116241827,4.64513836459,2.18351632468,4.43394151054,1.0,2.07485460964,2.0,2.20023283771,5.0,4.76070702964,3.0,4.0,4.416851535,2.07131805781,1.80442319895,4.0,1.9861888893,1.95209115798,4.42948826543,4.60495494906,2.04483828909,1.80668571257,2.06517052305,1.87176848526,2.0,2.0,1.49934710645,3.0,4.72412290436,1.62335749294,3.0,1.88634511856,2.40670556019,5.0
3,4.41063700729,1.88549244297,2.0,4.0,1.72931132524,4.0,1.96995625049,1.52876492858,1.92590738522,4.40478477727,2.17618584637,1.0,2.16642771222,2.00337649412,5.0,4.0,2.39111069971,1.66640988225,4.61749997191,1.68843675879,1.67969014593,2.16772487715,2.36694038973,2.3753620247,4.53373921073,2.12160669537,4.62879721426,2.27812038739,1.6078513064,2.08009637723,4.65081187465,2.2569729887,2.0,2.36454894806,2.53717620942,2.68534564261,1.0,2.13429455885,1.85046107304,3.0,1.93285550933,4.40052608616,2.61684767669,2.59761367549,1.99109233739,1.0,2.3603896781,2.18868526467,1.6054217894,1.0,1.85649320382,1.84750792455,4.41117452132,2.0,2.36118489576,4.47198840184,2.25608417066,2.0,1.0,2.0,2.09191297606,2.00544132136,1.0,5.0,4.40193105076,2.06956820091,4.0,1.78858477567,2.03258088728,1.58682432506,2.11680185075,2.61928040583,4.0,3.0,1.83283170906,2.12519789521,4.6009440692,4.68479638298,1.40599025176,4.48638515513,4.4720643264,4.0,1.64906905019,4.0,2.0,1.87435806951,1.0,3.0,2.37473424046,2.01287794652,2.01096796724,1.76513869089,1.98682085432,4.37010189359,2.16752739471,2.0,2.06354934624,2.49370039042,5.0,4.62672935534,3.0,1.66834691154,1.45640667266,1.88915441977,1.36440356345,4.6299057227,3.0,2.12842095567,2.0,2.00541902094,1.93136204711,1.0,4.52770386135,2.0,1.81442975743,4.52684340701,1.87518285496,4.61960116831,2.1077096823,4.0,1.58491951326,3.0,1.66322386849,3.0,5.0,4.79073394861,2.0,5.0,4.42255430934,1.0,1.77787323677,4.0,1.97375812151,1.98704078849,4.44106241405,4.0,2.12089689829,1.84705293301,2.12240657319,1.88357241173,2.00059202191,2.0,1.50322750324,1.0,5.0,3.0,2.10961604048,1.8741085906,2.42578327704,4.0
4,2.30958626535,4.58638507805,4.0,2.0,1.0,1.45487418054,4.40789983382,2.0,1.758978402,1.81876421882,4.32666922945,2.01759475741,1.0,4.18134806195,1.0,1.0,4.0,2.49562919503,1.58068029257,2.19879002661,4.40796104282,3.0,1.87937137156,2.36790392391,1.67283616041,4.86266670898,1.0,4.0,4.32252793827,2.33571841729,2.53108089837,4.0,3.0,3.0,4.49741992766,3.0,1.63009296824,1.73111667292,4.59299069351,4.74641488581,4.0,1.9763590589,3.0,4.41754183693,2.80460499471,5.0,4.54741886658,1.99697443436,2.00778449643,1.75779403538,5.0,4.54692271059,2.0,2.50754098619,4.0,2.03686492226,5.0,2.60868983933,2.01774309425,4.54203173733,5.0,5.0,5.0,2.0,3.0,4.0,1.0,4.0,2.34928674781,2.0,1.72255971616,3.0,1.54854152602,2.01697029118,1.7093055889,4.46771321043,1.0,2.29647675143,5.0,2.31823280103,1.96821423448,2.17527559568,4.27596923553,1.79544858938,1.0,5.0,4.33434710774,1.79069932772,5.0,2.51671753955,4.5969154032,2.25579827677,1.0,1.80657100381,2.45781789021,4.0,2.0,4.5335368404,1.0,1.89343998875,1.5258463768,2.0,4.0,2.0,2.4581952017,2.25527968779,4.0,4.0,5.0,4.75296090062,5.0,5.0,1.63462449044,2.60724293126,5.0,1.0,4.44692050183,2.11694583131,2.0,3.0,4.56737189538,4.49943703374,4.40817374068,4.0,2.00568705553,2.80485649432,2.32040354573,2.13586039961,1.58084341961,2.00264697685,5.0,1.84106574092,2.34424967271,2.31521845795,1.8016359809,2.35026571403,4.30911308658,4.53985704458,2.01874877303,2.38033737479,4.0,4.61654618796,4.53853098528,4.58789405893,1.86301026052,5.0,4.0,4.0,3.0,1.99403122577
5,2.0,2.04048605888,2.24746926941,2.16338628285,4.49144197857,2.23360093324,1.4964690289,4.37660387929,4.66397187897,2.11628925536,1.71781605824,4.0,4.42946541627,2.36054138423,1.33132401406,1.59117048089,1.69695064978,4.54152045278,1.82343763298,4.41519176383,1.75811594526,4.41798912969,4.0,4.0,1.85871800158,2.41475493393,1.61867260578,2.43235208707,2.01284142792,4.0,1.72576645804,1.71310999236,5.0,4.319686923,2.24813591399,4.52793605049,4.44775004818,5.0,1.65328032733,1.91910996626,2.41560243581,1.24205188373,4.45726621931,1.73547550649,5.0,2.0,1.7081016484,4.58851696502,4.33612760829,4.52902801425,2.326030495,1.74417312284,2.0,4.0,2.21679436147,1.88862483482,2.52128419748,4.55025395026,5.0,2.09538590329,2.21550046669,2.06329629249,2.0,2.06372564916,2.41523790376,2.29374103996,2.14685436234,1.33029635549,4.39409807079,4.0,4.81253857265,5.0,1.94438901985,5.0,4.33102018911,1.92541327822,1.55017686505,2.03721686334,2.11264911555,2.18479077921,2.51844948361,1.0,1.50608438462,1.69665061008,4.0,1.67430914436,1.89536851099,5.0,2.29385405836,5.0,1.8457341249,4.0,5.0,1.30480337858,4.59315393266,1.0,5.0,2.55306432059,2.07679775827,2.33764750734,4.55510360316,4.29800377541,1.75550336432,5.0,4.59836260721,1.0,2.09582316989,3.0,1.99069451935,1.10229062588,2.09583134274,2.11749985302,2.12917015135,4.5866748964,2.30466756864,2.00184667646,1.0,1.80057859057,4.2953361756,2.34634148536,1.73105625002,1.8757335278,1.85415859978,2.31604574848,2.20429352686,2.0,4.59569570842,2.34765062601,3.0,4.0,3.0,1.63620175191,4.41762578709,4.0,3.0,1.0,1.8290867619,1.0,4.49947939722,4.0,3.0,1.47030932116,1.88882592956,2.03521396975,1.34294989617,1.37328908737,2.05636185188,2.00510950434,4.38412777145,2.0
6,1.58157613833,3.0,3.0,2.23744838537,4.0,2.21778103023,1.0,4.37840106293,4.65297292884,2.13090286849,1.92689847892,5.0,4.0,2.0,1.35861984645,1.5623192321,3.0,4.54281887878,1.88874414,4.41443935582,1.78709223965,5.0,4.68762907565,4.29836457704,1.0,2.18255323146,1.67656703124,2.27884612989,1.90357388132,5.0,1.0,1.74865350738,4.38696835658,4.30179840265,2.17448554852,5.0,5.0,4.52669129686,1.91734142544,3.0,2.39366270591,1.0,4.45857090595,1.0,4.0,3.0,1.72098117548,4.0,4.26679602496,4.5507391088,2.3518716825,1.0,1.78963992297,4.0,2.29769716462,1.89396619541,2.56070574263,4.55972272045,5.0,2.09169800118,2.29863185343,2.00467772719,2.2454192729,3.0,2.35029309288,3.0,2.21788905642,1.62118327541,4.37191477129,5.0,4.79642427217,4.0,1.0,4.50202933331,4.0,1.0,1.45636647088,2.1017174517,2.09511075393,1.0,2.38095797617,1.02203968311,1.49967761116,1.69663132212,4.0,1.75262587963,1.92678998109,4.59025271941,2.30178364939,4.0,1.92157945164,4.56913650952,4.41928917488,1.0,5.0,1.87822726321,4.39188502551,2.49255485669,2.17687119529,1.0,5.0,4.24779908809,1.84590173322,4.63889077243,5.0,2.0,1.0,2.50003740099,3.0,1.12274595934,2.00261721237,2.09426326979,2.15110687699,4.57350807255,1.0,1.0,3.0,1.73182860071,4.32137521053,2.34729267559,1.0,1.87101620012,1.86950084993,2.0,2.14524876391,2.50026526153,5.0,2.1368595879,3.0,4.33659701119,1.90550627785,1.0,4.0,4.35410232133,2.0023830385,1.0,1.90237949762,2.05222658324,4.48914651057,4.44379497918,3.0,1.48021468857,1.94491089656,1.89359199964,1.36457052243,1.45916379857,2.02399843234,2.02588486134,4.41489327479,1.72852638836
7,4.0,1.81473684883,1.80203297423,5.0,1.80797438841,4.0,2.03303095486,1.50777291446,1.99929968292,4.0,2.18767207814,2.06230427087,1.0,1.99834888426,4.85470640252,4.0,2.40152223232,1.6556336213,4.62955731447,1.69614116447,1.62622886122,2.15817502228,3.0,2.43261922574,4.5039049151,2.16497222864,5.0,2.33924906682,1.6324916149,2.04073908197,4.63179681708,2.2756751928,1.70306154524,2.36061438917,3.0,1.0,2.28485267101,2.11424175994,3.0,1.0,1.85795100771,4.0,2.65056199125,2.5791554232,2.00272702817,1.82116075187,2.31277947646,2.14526221631,1.63485804188,2.13320840516,1.8277174884,2.0,4.0,3.0,2.30192596154,4.48745793185,2.19071953425,2.19335145974,1.49852919506,2.31998530123,2.08841768479,2.00684143304,1.71164648563,4.54708764884,4.38665256979,3.0,4.45028672804,1.0,2.01817992415,1.49449249082,3.0,3.0,4.0,2.32758890481,1.0,2.15685492986,4.62390532651,4.685128566,1.40560563273,4.47273329655,4.0,4.0,1.6256751052,4.42055652293,2.226038962,1.91511408834,1.82160297497,3.0,2.36485571792,2.0,2.02018002287,1.71123265234,3.0,4.0,2.17639649763,1.72922742468,2.11584515683,2.4837773708,4.53277059309,5.0,2.07301885408,1.64935986911,1.45053426962,1.91448525744,1.38068470136,5.0,2.16729331081,2.15877972584,2.22093858387,1.9999905025,1.95169894792,1.78325806761,5.0,1.0,1.79303397458,4.52172661333,1.92021265375,4.61276422222,2.04936665754,4.0,1.59243040301,3.0,1.78467841092,2.0,4.0,5.0,2.13655159595,4.66768449875,4.0,2.06983922352,1.78287577805,4.60244459795,1.97791288757,2.00519027389,4.0,4.60008203538,2.12349897352,1.7744489816,2.0,1.95723275898,3.0,1.73775751993,1.48601247649,2.0,4.74394357061,1.5853049187,2.07043023594,1.87294294284,3.0,4.50767648513
8,2.32432807692,4.56929884286,5.0,2.0,1.73326480172,1.45258845223,4.0,1.92856619817,1.75348788329,3.0,4.32456036017,1.0,1.84904282899,4.19470437322,1.98541705156,1.0,4.0,2.49727444755,3.0,2.12601696273,4.41211512175,3.0,1.0,2.0,1.65483626568,4.85891765432,2.27871239704,5.0,4.0,2.34712513379,2.51318003349,4.69196924419,1.64619795527,2.65459871116,4.0,2.25700094367,1.63939875645,1.66924502462,4.61577427793,4.74076754872,4.33839745844,1.0,3.0,5.0,3.0,5.0,4.5467582536,2.00719455204,1.99507784802,1.77544805612,4.61166397953,5.0,2.01525995954,2.48453702481,4.61860529417,1.9992513299,5.0,2.57668833222,2.01494903846,5.0,5.0,5.0,4.62939142444,2.02200766187,2.0,4.57627571977,1.0,5.0,2.33365664323,2.0,1.72600423977,2.46468690381,1.47749027207,1.96181750409,1.72281251494,4.0,1.7943870972,2.25673301907,4.0,2.25847842334,1.99801479793,2.18115178419,4.29772081934,1.0,1.29748673316,4.26051318087,4.31299806805,1.84312991208,4.34206489422,3.0,4.0,2.20806895124,2.0,1.89005890733,2.0,4.50393713758,1.89623376953,4.51493299082,3.0,1.86482604502,1.52089581975,2.0761821883,4.51288595279,2.34223402108,2.45935200818,2.2850897253,4.53645866789,4.0,4.36636916741,5.0,4.0,4.0,1.0,2.59035930217,4.57467189264,1.0,4.0,2.0,1.82158693431,2.17081186813,4.56373548602,4.49053801808,4.0,4.1633139378,1.98182081784,2.80371857601,3.0,3.0,1.56814376689,2.00647714245,4.48374118798,2.0,3.0,2.0,1.0,2.32614353667,5.0,4.51844392724,1.97916431839,2.3798393074,4.55776697083,5.0,4.0,4.60271881289,1.85540119447,4.0,4.0,5.0,3.0,2.0
9,4.39999678388,1.82284298953,1.82533262832,4.51334247993,1.84272366842,4.0,3.0,1.64273535707,2.09648095047,4.0,2.17026055078,2.06939396523,2.0,2.07762654357,5.0,4.0,2.39682561859,1.75141876763,4.62438112703,2.0,1.64585593529,2.0,2.42925197131,2.46025593095,5.0,2.16343998057,4.63071796149,3.0,1.60729813255,2.17351637058,4.64533784729,2.0,1.78503297913,2.36289723649,2.0,2.66677944548,2.33769159056,2.16518576151,1.0,2.21986656297,1.86078865457,4.36973669813,3.0,2.59304318175,2.04602531501,2.0,1.0,2.22574745968,2.0,1.0,1.82875454103,1.0,5.0,2.0,2.34775428424,4.48106283451,2.18638089187,2.24540373009,1.0,2.33432208931,2.14615330406,1.99091691079,1.69930139339,4.58825935136,4.40201802018,2.09959441697,4.45026982471,1.75649875535,1.99196041324,1.61418959783,2.13651990264,2.57754920293,4.64818269314,2.34300354877,1.78150080306,2.17095270817,4.0,4.69549802964,1.42397866181,4.48058264803,4.43987215478,5.0,1.64615078327,5.0,2.31979275671,1.89245178686,3.0,1.97073338499,2.3579262492,2.06617451981,2.0,1.0,2.02838312083,5.0,3.0,1.7275270877,2.06602063923,2.48700857694,4.54665132577,4.60115761895,2.18909759749,1.71314545922,1.45929701711,1.86312533689,1.39331585933,5.0,2.19199217003,2.10407250703,2.17445385885,1.98272937142,3.0,1.78157391601,5.0,1.0,1.0,5.0,1.91535465142,4.61397624399,2.18210182207,4.41918884324,1.55926681689,3.0,1.75313670985,3.0,4.43735540503,4.0,2.26164963252,4.67224466637,4.0,3.0,1.0,4.62110608785,1.0,1.0,4.45973698564,5.0,2.11155079778,1.79126031706,2.0938972508,1.91187992167,1.98510534236,1.76059399833,1.47891359797,2.0,5.0,1.0,3.0,1.0,2.51588570646,4.49313654191
10,4.0,1.93685437989,1.84260223752,4.48799037304,1.96561532016,5.0,2.0,1.0,3.0,5.0,2.18854349984,2.1922959273,3.0,1.97506157872,4.70620533505,4.0,2.40919988322,1.73831587058,4.56036424122,1.76815913955,1.73964639387,3.0,2.40861546224,2.48608375565,4.37078195575,2.0,4.55185440465,2.26915441412,1.73097127373,2.1202564313,4.61471151665,2.27549379939,1.69128079315,2.58991784771,2.47795635398,2.85807940186,2.52055786749,2.0,1.85085138308,2.20948343151,1.0,4.36393169586,2.72682736406,2.48596325894,2.31125960958,2.0,2.41357546916,2.0,1.6084881804,2.3077173038,1.0,1.84211380542,4.36897286059,2.40624616185,2.40053306259,4.41350644166,1.0,3.0,1.69786980686,2.18238346025,2.12450549026,1.99461499197,1.70777424242,4.0,4.3745876471,2.14092233721,4.43339751271,1.75912720306,2.18869077256,1.74442362055,2.10069472157,2.74437780328,4.58774764235,2.39574176472,1.0,2.15161609316,4.53850878641,4.0,1.4152003042,4.0,4.3824390302,5.0,1.61155752081,4.42062477812,2.36584355004,1.8856702733,1.76100877892,3.0,2.36933732989,2.09051338133,1.0,1.72720110534,2.13814019053,5.0,2.32611653894,1.73562798217,2.19911134073,3.0,4.48582528285,4.5399182352,2.21991790304,1.70150478461,2.0,2.15539586973,1.99893705579,5.0,2.21869251534,1.0,2.22456898355,2.00260362886,1.91931842353,1.88188927711,4.0,1.60508463839,1.7678765818,5.0,2.0,5.0,2.34574420862,4.42150180625,1.63862757912,1.0,1.79874315135,2.1635324784,4.34189880533,5.0,3.0,4.59691545549,4.41365037198,2.18269704045,1.89649856818,4.51746546813,2.41817095235,3.0,4.0,4.58854081054,3.0,1.79713830394,2.17207934245,1.0,1.0,2.0,1.47458675705,2.0093212125,4.7301777224,1.57934796129,2.0,1.84152794212,2.54502658417,4.0
