,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
1,2.70225609542,4.0,5.0,4.5616905929,4.34784890749,2.0,4.49055284582,1.62057762582,4.0,2.09681597555,4.57612057581,4.0,5.0,4.0,4.54459108244,1.88649913955,2.159533749,1.98853001594,1.8313676469,4.61652994646,1.38667756559,4.34878114133,1.0,4.56823861691,4.0,2.33359863292,5.0,4.52131176262,5.0,4.41000633801,4.4999770369,2.0,4.42372285307,2.29753005407,1.89901675164,4.62916409818,5.0,5.0,1.0,2.11085638415,2.40734944704,4.0,4.0,1.99174270141,2.32963900444,2.0,2.22132827915,3.0,1.85907159634,4.5727781531,2.36379391732,4.48996660155,1.93431730263,1.89993241843,2.1760120538,2.13347420787,2.09034491443,5.0,2.0,1.72991388795,1.6572758872,2.0,2.5437601905,1.58096742813,4.53023575368,3.0,2.09603104093,5.0,4.55180051918,5.0,4.48048281097,1.94610053949,4.55483790041,5.0,5.0,4.49416379708,4.52648687033,2.10007612958,4.45495142993,4.52802559989,3.0,4.0,5.0,5.0,2.0,4.59663855513,3.0,5.0,2.26406602653,4.0,1.0,2.4153177725,2.33247344636,2.02351831187,1.71012052198,4.0,5.0,2.26796443327,1.8632992962,1.98628388744,4.0,2.13929230914,4.4040139879,1.82327246611,1.0,5.0,3.0,4.38847202935,4.46126267675,4.48721243311,5.0,4.0,1.73129313507,5.0,2.01153233128,2.0,4.0,5.0,5.0,4.62710347406,2.0437892692,1.59081535165,2.21840378074,2.0,1.73537488052,2.01011785394,1.82858536833,4.65183596228,2.45438878597,4.37128314906,2.80110484462,2.33628481216,5.0,1.0,4.35324797086,4.5278717402,5.0,4.51240680566,4.45251346432,5.0,1.92783931619,2.04366827663,1.0,2.38967552414,1.0,4.0,1.60610758397,4.61914859579,4.0,3.0,4.54766005774,2.35562318487,2.0,1.0,2.26672805713,1.89984415464,4.28314401024,2.0,2.00285792358,3.0,3.0,1.6985560996,4.47449824075,4.35533459857,4.0,4.0,5.0,3.0,3.0,5.0,5.0,4.45058939904,4.0,3.0,4.35931584599,4.68669052312,5.0,4.63767988344,1.79291361842,4.54328149703,4.0,1.0,2.03070904951,1.91605978144,1.67777171726,2.0055386703,4.63919852024,1.77066058041,4.61595181886,4.0,2.09866585354,2.32101005907,1.55943138984,4.60925571874,5.0,4.67106614124,5.0,5.0,4.0,1.57634037626
2,5.0,2.29996246867,1.0,1.85201797704,1.8310676173,4.59431886519,1.0,4.0,1.85393395035,4.0,1.79044899797,2.01571504494,2.29247214459,2.0,1.76284500354,4.48319786892,4.0,4.30352841211,4.42757507381,1.85128322938,4.0,1.85825915033,4.48846759586,3.0,2.06741091888,4.52608107126,2.09303462808,1.0,3.0,1.0,1.8957216315,4.32129563924,1.83096233579,4.47239586598,4.44346315237,2.00725632748,1.0,1.98106606027,4.0,4.0,4.57607129017,2.1413818198,2.0,4.49635535646,4.61196357512,4.59908196784,4.47372023573,4.52568086876,4.46312516034,2.75511019736,4.55294292331,2.17057219791,4.47131988924,4.38444826884,4.56478394534,4.0,4.54005479128,1.0,4.0,4.0,4.0,4.0,4.0,5.0,1.90206023765,4.63012029344,5.0,2.13659120785,2.35586903398,1.83774931075,3.0,4.31629460994,2.31510981235,2.11352754621,2.0,1.96928250522,2.00191279579,4.4396596105,1.77999030962,2.28741069597,5.0,3.0,1.0,1.83919974784,5.0,1.0,5.0,2.10139348565,4.36126178887,1.82222587779,4.0,4.61482023946,4.0,4.39064096448,4.52044382565,2.07482978816,2.06774527672,5.0,4.0,4.0,2.0,5.0,1.71681019537,4.60417486452,5.0,1.84717874407,4.0,1.89841619969,1.7923225672,2.00895415185,2.09147989377,2.0,4.46931205765,2.03472981402,4.0,5.0,2.00985230249,2.32448633395,2.07235217728,2.08404615947,4.54591132613,4.0,4.46564775601,5.0,4.0,4.47316273461,4.37965348238,1.52867097815,5.0,2.17955269557,4.0,4.0,1.60622056144,4.39550752148,2.05324830632,1.82799584355,2.19688140303,2.03850716309,2.0,1.9725201542,4.55903141434,4.46569692334,4.50336537524,5.0,4.0,2.08627203594,4.49746883543,1.0,2.17669718213,4.3567458132,2.13128595308,4.42743963588,4.54107319355,4.58909680719,4.55746831096,4.51018213358,1.0,4.47952751351,4.3300308076,5.0,4.0,4.0,2.1664722676,1.85241632002,2.04121075666,1.88862447122,2.0,5.0,5.0,2.07692290582,1.73911499216,2.0,1.9386214688,4.52091215028,2.0660908989,2.04433613111,3.0,1.99226142073,4.0,3.0,1.0,4.38736964145,4.0,5.0,4.0,4.0,1.79159496549,4.52760413975,2.32371900016,3.0,4.40717445781,4.45722097341,4.37638304842,2.15125690577,1.69689437711,1.99640765923,2.12103881075,2.0,2.14373770114,4.42621532806
3,4.0,2.27481935482,3.0,2.0,1.81618167199,4.58417677106,2.1872282305,4.41935873058,1.0,4.47367302283,2.0,1.0,2.32645140184,1.9076114749,1.77136492,4.0,5.0,4.307500972,4.0,1.83583605871,5.0,1.86809235132,4.508865383,1.9780396222,1.0,4.51677526965,2.05624269408,2.07985818282,2.3411781549,1.76957426849,1.87128588616,4.0,1.80863766887,4.0,4.0,2.0,1.85439731664,1.0,4.48158439925,4.0,5.0,2.06652410456,2.3675162352,5.0,4.58294853715,5.0,5.0,4.52024509436,4.0,2.76949776309,4.57439194505,2.16414004037,4.0,4.0,4.53186782041,4.0,5.0,2.04967713376,4.0,4.0,4.50784751369,4.43680106626,4.55996348915,4.66484180907,1.92102890046,4.59752261119,4.47972480639,2.16443070376,2.40629693719,1.85607511105,2.07915056376,4.0,2.3385719926,2.13961237263,1.92098555842,1.9415918123,1.9652091212,4.42966117285,1.76466278894,2.25529394738,5.0,1.92266319406,2.0,1.83287028583,4.0,1.87591758014,4.43283664809,2.08175039714,4.35237790199,3.0,4.57837747859,5.0,4.52837353921,4.0,4.0,2.07344335869,2.11639127831,4.48908202238,4.0,4.58921617927,1.0,4.40214621624,1.68329472941,4.59320191104,4.54621241709,1.86090360286,4.74484733615,1.81448090246,1.76050305153,3.0,2.10306932047,1.9116968923,5.0,1.97516072527,4.4667547259,4.0,2.06153092996,2.32940499156,2.08702064727,2.1240178827,4.54347940662,5.0,4.44671165404,4.56929297667,4.49517349706,4.4846161156,4.0,1.52733675465,4.51494551496,2.17998341391,4.0,4.57425882369,1.64511309119,4.36011487916,2.10480371291,1.0,2.161152316,2.0,1.61152749205,1.93756804565,4.53372278655,4.0,4.50285994575,4.43233310956,4.0,2.08397524923,4.48716621555,2.32171792509,2.11478643651,4.36238520771,2.04419775109,4.44753566392,4.52555487102,4.0,4.0,4.0,1.77996950758,4.46514115568,4.30072947203,4.0,5.0,4.0,2.12316679324,3.0,1.98429331153,1.87889047222,2.14196597676,4.4762278296,4.66284875705,2.06353627621,1.7450414657,2.14672539277,1.79656825291,4.52515609831,2.07284343555,2.0402452014,1.94598207557,1.96699344573,4.37555148523,2.05169699505,2.0,4.39520335404,5.0,4.0,4.53105547244,4.0,1.77356015329,5.0,2.32810779345,1.0,4.0,4.45931573456,4.38086638127,2.19412876481,1.0,2.01475011445,2.10985006093,2.18997266903,2.15459030222,4.44164827007
4,2.6950472019,4.63405133827,5.0,5.0,4.0,2.0,4.4989902181,1.55604535285,4.0,2.07267008582,4.61124482697,4.5523954446,4.72443557283,4.33886928636,5.0,1.90727511533,2.0959425268,1.94167833568,1.87585294001,4.59908612489,1.0,5.0,2.0,5.0,4.51500852675,2.0,5.0,5.0,4.40667248217,4.39712257162,4.0,1.77878419413,4.0,2.41493132288,1.89135566505,5.0,4.44365818081,5.0,2.2911720587,2.08851279582,2.44738925403,5.0,5.0,1.95035632519,2.24725665642,2.02019135696,3.0,1.92039779345,3.0,5.0,2.37708144913,5.0,1.90086732078,1.86342939817,2.1773728618,2.15681200264,2.11777922847,4.60822987139,1.73985343461,1.72972722456,1.63719527572,1.76907787053,2.46418099299,1.61082718212,5.0,2.2563244488,2.12722420301,4.0,4.56354927243,4.0,4.0,1.91022991133,5.0,4.54333436566,4.52423579385,5.0,5.0,2.05939171737,4.47597568148,4.0,2.13464125439,4.0,4.3919970606,4.0,2.37685407906,4.60783482187,1.84801064314,4.0,3.0,4.0,2.10960060545,2.34903921854,2.34878816046,1.99258575307,1.0,4.35370238011,5.0,2.0,1.0,1.99884666122,5.0,2.194031539,4.40972693531,1.81834383706,3.0,4.39679156564,2.44959842035,4.38491325334,4.47956262307,5.0,4.49012222474,4.62777708924,1.75988327362,4.0,1.0,2.27404260165,4.0,5.0,4.61973194176,5.0,1.99700876619,1.58537241849,3.0,2.0,1.72922808007,3.0,1.82228513702,5.0,2.38824761307,4.0,2.83813534892,2.30377487412,4.31331028739,2.00273213175,4.0,4.51032724053,4.6016481749,4.53936100285,4.0,4.0,2.00797512584,2.0407316122,1.0,2.41036572011,2.22712139896,4.3453210778,1.0,4.58034443662,4.0,3.0,5.0,2.32433383708,2.07733215849,1.79502819468,3.0,1.89207322426,4.0,1.96266063599,1.99581819447,1.83682423091,1.704463761,1.69381584799,4.48812597704,5.0,4.0,4.0,4.52176417297,1.8864195442,2.24966775294,4.0,5.0,4.43891391093,5.0,1.54090123629,4.0,4.0,4.52144690787,5.0,1.88306348545,4.0,5.0,1.64299095818,1.97086375663,1.9339171179,1.0,2.03928397661,4.65894730848,1.85435622538,4.61970705683,4.39047331997,1.0,2.31017466936,1.0,5.0,5.0,4.67382013755,4.61703892887,4.0,4.35393224292,2.0
5,5.0,2.27368779867,2.0,1.84605196581,1.79936296944,4.60273374515,2.2116818493,4.41917870658,1.88848802687,4.48406819622,1.77140986524,2.0592139885,2.24650174318,1.91421727855,1.7666243708,4.4827891577,5.0,4.30178174453,4.0,1.86378875467,4.53581701403,1.83105048369,4.0,2.07501242115,2.07022387252,5.0,2.08324523503,1.0,2.37188484337,1.76989567486,1.90168428387,4.32191846742,1.84517570383,4.47600934461,4.43663711017,2.02576371326,1.80756358575,1.94682402959,5.0,4.51037491514,4.0,2.17100799519,2.34720400595,4.49037507394,4.0,4.61342831417,4.47973374048,4.51293961552,4.46718274792,2.0,4.0,2.17228757215,4.47130657523,4.0,5.0,4.43305587977,5.0,3.0,4.5601958613,5.0,4.52187151206,4.432105396,4.0,5.0,1.0,4.61223287548,4.0,2.16432887095,1.0,1.81112051097,2.11221195624,4.31644223164,1.0,2.14720293022,1.96023931553,1.97035522698,2.00703313442,4.44166834413,1.74836575747,2.23426883557,4.46852425863,1.91773330008,2.08990644765,1.8328326561,4.31553838414,3.0,4.0,2.07970792268,4.35030316205,1.8381447332,5.0,4.0,5.0,4.0,5.0,2.08421242264,2.10350219733,5.0,5.0,4.55766880194,2.1525912166,4.0,1.71265908348,4.0,5.0,1.85546436735,4.75464965588,1.9043961826,1.7139046633,3.0,2.05448247931,1.0,5.0,1.98542427553,4.0,4.45329574477,1.97623760675,2.0,2.01654095418,2.10057062976,4.52480937649,5.0,4.43789227686,4.55894463828,5.0,4.46584615418,4.39796398376,1.0,4.50946234268,2.19992258553,4.0,4.58233649107,1.65299777657,4.39248176023,2.0,1.855465257,2.16441859563,1.98801737689,1.0,1.97506379935,4.5579887188,4.47487204695,4.0,4.0,5.0,2.11480313225,4.50230234617,2.32646913134,2.23960145149,4.0,2.0,4.42689673671,4.54364414299,4.58729793353,5.0,4.0,1.75601803081,4.46593576359,4.32002638837,5.0,5.0,4.0,3.0,1.80785622778,1.94834473815,3.0,2.15207508389,4.0,5.0,2.14237870575,1.71604709368,2.06225130683,1.95333573815,4.0,2.03784522893,2.04281138861,2.0,3.0,5.0,2.06768372132,2.07294880794,4.38613379478,4.0,4.55912985679,4.0,4.0,3.0,5.0,2.33442148294,1.93895726606,5.0,4.45086465755,4.0,2.19762162025,1.65447106571,2.01744025232,3.0,2.16751751965,2.17115940852,4.42402632174
6,4.0,2.30903649335,3.0,1.90687042908,1.81781897938,5.0,2.23930405733,4.0,2.0,5.0,1.79386248852,1.98707594411,2.2632755474,3.0,1.77839602593,4.47957540727,4.57273030592,4.28553454374,4.0,1.85805069806,4.0,1.90482876624,4.49274905763,2.05724672907,2.02566650833,4.0,3.0,2.06180912612,2.32235411216,2.0,1.89747934001,4.33721572922,1.0,4.0,4.46050679164,1.0,1.88897993061,1.93048594959,4.50303944871,5.0,4.58210646748,2.10362952921,2.33190124994,4.509916042,4.59123044296,4.60747266613,4.0,4.50361069086,4.47455820819,2.73668487788,5.0,2.1811638224,4.0,4.0,5.0,4.0,5.0,2.05974001838,4.5387224483,4.32723418921,4.0,4.44508557836,4.5331128854,4.63126981642,1.90409628723,4.5961895061,4.47737049552,2.15295995833,3.0,1.86555437668,2.10727446088,4.0,2.33624796823,2.14996817648,1.98100191758,2.0,1.0,4.4210811086,1.79252055353,2.29976332167,5.0,1.92433333577,2.13260258447,1.78876828851,4.0,2.0,4.45532891048,2.10694675411,4.3612251633,1.0,4.57804441777,4.62514512886,4.53154137108,4.39047487331,4.0,2.07675765279,2.10869167078,4.0,4.0,4.56619068056,1.0,4.39521070927,2.0,4.60170754165,5.0,1.85773346837,5.0,1.88589691065,1.78839334269,2.0,1.0,1.90245605282,4.47489220423,1.98512289918,4.0,4.4584672367,1.98703381091,2.32545442576,2.08682671697,2.0,5.0,5.0,4.44933265124,4.0,5.0,4.47762971845,4.37878137651,1.53754166153,4.0,2.21277744356,4.0,4.58740983499,1.6553850029,4.38032332436,2.04893903393,1.0,2.16615095514,1.99487941931,1.60195287829,1.96203865006,4.0,4.47961272676,4.50651537424,4.44432875616,4.67689268647,2.11244887338,4.0,2.36689193805,2.0,5.0,2.0,5.0,4.0,4.59146636263,4.0,4.52030359645,1.79981504428,5.0,5.0,5.0,4.0,4.0,2.15761767623,1.86092079536,2.00342729429,2.0,2.20714016778,4.0,4.67246818686,2.05483174037,1.72075926358,2.03461261619,1.92784692823,5.0,2.0,3.0,1.99184958874,1.97994194816,4.3688250532,2.08222614682,2.06670293014,4.38887869525,5.0,4.0,4.54637520069,4.0,1.78529051749,4.53724613453,2.31249155151,1.92897891963,5.0,4.44372472308,4.36320814867,2.15258155741,1.68917019178,1.0,3.0,2.15339090113,2.15418274042,4.43280199917
7,4.55344312795,2.25298522258,2.14717598716,2.0,3.0,4.59768343225,2.22021210168,4.0,1.91432506134,4.47333261443,1.7711139166,1.99746653918,3.0,2.0,1.0,4.0,4.56790569194,4.30813070986,4.43463948178,1.83332605599,5.0,1.85914434011,4.49772318578,3.0,2.07067441024,5.0,3.0,3.0,2.31253904027,1.71853115537,1.92565683332,4.0,1.85860275503,4.46645724779,4.0,1.97509486321,1.88361760973,1.91140187006,4.50381901159,4.0,4.0,2.10202412412,2.36318921519,4.0,4.0,4.60600230479,4.48527556556,4.51654399575,4.0,3.0,4.56567930497,2.17445690976,4.47710916066,5.0,4.0,4.0,4.54848803702,2.02291684589,4.55108996551,4.33271796898,5.0,4.0,4.0,5.0,1.0,4.60464736292,4.47123396422,2.17353499193,3.0,1.84571892038,3.0,4.0,2.0,2.14335852449,1.0,3.0,1.99628948076,4.42687848038,1.78091959389,2.30675110028,4.0,1.90329032073,1.0,1.87719316029,4.31589980565,1.88735419513,4.45210547952,2.09435398156,4.0,2.0,5.0,4.0,5.0,4.40523487505,4.51471450563,2.06299852905,2.06885094787,5.0,5.0,4.0,2.1621382147,4.0,1.71846802667,5.0,4.0,2.0,5.0,1.85553211247,1.80019717422,1.98871790717,2.06141988595,1.89823255501,4.0,2.00500337483,4.0,4.44947251026,2.0302011679,2.34214175031,2.06907273201,2.1180180982,4.0,4.59489476215,4.0,5.0,5.0,4.0,5.0,1.49421293653,5.0,2.20739699886,4.0,5.0,1.0,4.38114146945,2.05029550657,1.87313319648,2.20638605206,3.0,3.0,1.96920216138,5.0,4.0,5.0,5.0,4.67394097408,2.06246530071,4.0,2.32346895217,2.17227042673,5.0,2.10308864615,4.43084333813,4.54711302059,4.59345391498,4.56228474374,4.0,1.77304690935,4.0,5.0,4.0,4.0,4.4296886009,2.16514520698,1.0,1.97892861043,1.89267043477,2.17617333412,4.46096516427,4.0,2.05421660618,1.75772021112,2.0477318745,1.95062926434,5.0,2.06807074761,2.05570998433,1.95904009939,1.99879253204,4.3613692729,2.0,2.0413534601,4.39640368475,5.0,4.56052542833,4.0,4.0,2.0,4.54068084558,2.31738932207,1.90605376818,4.0,4.46040915063,4.0,2.13269315309,1.72010477888,3.0,2.12868559171,2.16176563395,2.0,4.0
8,2.7251828512,4.67124246287,4.58627037852,5.0,4.34580940834,1.8296380857,4.0,1.5963173555,4.43024859971,2.0,4.0,4.54777461186,4.74961751176,4.0,4.0,1.0,2.10143234627,3.0,1.82065819789,5.0,1.0,4.33873695548,1.74964004891,5.0,5.0,2.26154937977,4.0,4.51532505634,4.44533379634,4.41322338562,5.0,2.0,4.42441672216,2.0,1.88939617547,4.62239940756,5.0,4.54951953571,2.0,2.07891604803,3.0,4.68290496161,4.0,1.99969543065,2.28750594498,1.99978651106,1.0,1.91169725552,1.86417426508,4.0,3.0,4.0,3.0,1.89136929592,2.17274193986,2.0,1.0,4.61685168806,1.73992257157,1.7484074695,2.0,3.0,2.50946827732,1.60003116695,4.53121870721,2.0,2.11779652365,5.0,4.54934973689,4.37182034611,5.0,1.92267521976,5.0,4.54284140869,4.54297459586,4.4721354079,4.0,2.10685810374,4.0,4.56064718403,2.09643956741,4.49740411883,4.40632816288,5.0,2.35113908497,4.6161645466,1.84825267963,4.52366570216,2.2483533365,5.0,2.06981468976,3.0,2.33827644361,2.01229036686,1.73707764055,4.36114046543,4.73388923806,2.0,1.87104302016,1.9782198216,4.47757554115,1.0,4.0,1.81902365349,1.72744798608,5.0,2.47156481218,4.37668611292,4.0,5.0,5.0,5.0,1.74066997793,4.49926455888,3.0,3.0,4.0,5.0,4.61486777743,4.6327340375,2.00926838466,1.58090490937,2.2131730801,1.56816284258,1.72487745396,1.98780311712,1.84854534564,4.68122787674,2.39122720611,4.36176648044,2.83806076849,2.31079271699,4.31999114536,3.0,4.0,4.53603643782,5.0,4.53778059202,4.4402723226,4.0,1.98307798242,2.01438245582,1.79824268177,2.38280995982,2.24666947061,4.0,1.59936525523,4.60402380712,4.51227750691,1.0,4.54254750608,2.36611824304,2.03307860614,1.78784075969,2.24547355037,1.86727327927,4.29543728909,1.99437308475,3.0,1.80254135035,1.6751419402,1.72935851283,4.0,4.36655308539,5.0,4.0,4.52868397225,2.0,3.0,4.2305766238,4.59704230206,4.0,4.5852117005,1.53634625697,4.38749057351,5.0,4.50752217272,4.0,1.85534134945,4.0,4.0,1.61676720042,2.0,1.0,1.71421580134,2.02634786559,5.0,1.8476652598,4.6261273718,4.0,1.0,2.31488680106,1.63552472369,4.59021998588,4.40642278081,5.0,5.0,5.0,5.0,1.57476260364
9,4.56413156269,2.18188295802,2.16325031059,1.87832414672,1.78392404671,4.0,2.24102657158,4.44098124605,1.87130153411,4.47980285543,1.75421682161,2.0,2.25096719212,1.89013391892,1.76935333635,4.52094506515,4.0,4.30041351864,5.0,1.83686945047,4.50794112142,1.86921804269,5.0,2.00793638146,1.9750734804,4.49581578007,2.03416112979,3.0,2.3684764227,1.78404904081,1.0,4.33894225205,1.85335917843,4.45125914784,4.48526477757,1.97047908516,1.87371698489,1.92495736631,4.0,4.49938786586,4.57645519747,2.09044364732,2.0,5.0,4.59559936867,4.0,5.0,4.50398995873,5.0,2.7396073828,4.57176971808,2.14052311113,5.0,4.35861978962,4.55623706124,4.44094192026,4.54624333666,3.0,4.0,4.34596174294,4.52688534374,4.0,4.56127164086,4.62178060191,1.85025253991,4.61053666154,5.0,2.17921804513,3.0,1.88282225651,2.11954518457,4.30707308863,2.34223564688,2.15566432628,1.96847020411,1.95771646995,1.98990088353,4.0,1.75325254561,2.27675378892,4.0,1.92390012895,3.0,1.86201396157,5.0,1.0,4.0,2.0,5.0,1.0,5.0,4.64185577684,4.53859386978,4.39555856905,5.0,2.08955110151,2.14843723376,5.0,5.0,4.60054975957,1.0,4.41827334482,1.70812734654,4.0,5.0,1.8652528504,4.0,1.87096535619,1.74345983313,2.02685790307,2.08345412724,1.91459177987,4.47010129726,2.01734916639,5.0,5.0,1.95480490072,2.0,3.0,2.10988458459,4.0,4.61026460684,5.0,4.54678645521,4.50056256601,5.0,4.38176020375,1.44446403638,5.0,2.16020783681,4.33978733453,4.0,1.64107893472,4.0,3.0,1.81523334834,2.11176541593,1.96851519801,1.6578629865,1.94475119476,4.52798006856,4.0,4.0,4.0,4.6599568034,2.0837257272,4.49757223739,2.25889481106,2.22035617601,4.0,2.12252245564,4.45321740235,4.54432778039,4.60039670287,4.53630497313,5.0,1.79528941406,4.45907212696,4.30755068614,4.0,4.0,4.40139891991,3.0,1.88265977516,2.05403632254,1.88568162596,2.16867061964,4.48846424313,5.0,1.99051813447,1.74756362831,2.0396835211,1.0,4.51161794546,2.09167423762,2.03026134988,2.0142701179,2.01056061963,4.0,2.08510485538,3.0,4.0,5.0,4.55130695294,4.51472239161,4.42822785233,3.0,4.52145275243,2.31501667967,1.94828105934,4.41232661579,4.46890299699,4.37445261695,2.12661477966,1.71137450262,2.0,2.14540088189,2.22023694583,2.16899545797,4.0
10,4.0,2.264192044,2.16535549558,1.88578723642,1.83777345472,5.0,2.0,4.42056363353,1.0,5.0,1.0,2.0,2.26650380326,1.87749421575,1.74388112191,4.0,4.56770829254,4.3047814608,4.0,1.0,5.0,1.0,4.49180764692,2.05462598372,1.0,4.0,2.06415087421,2.05623235247,2.35569620847,1.74579675752,1.87535879205,4.0,1.86631457408,4.46877217854,4.44187889829,2.00063214905,2.0,1.9461606704,4.49468375282,4.50964784446,4.58836681714,2.13449798005,3.0,4.0,4.59442393196,4.61101394131,4.50098702077,5.0,4.0,3.0,4.55843219947,2.0,4.46963368372,4.0,4.54867367719,5.0,4.5522251822,2.02559129802,5.0,4.0,4.53533338384,4.0,4.53102090595,4.65053573894,1.0,4.61074434068,4.47915803546,2.17561828549,3.0,1.8354046802,2.10386749221,4.31666776568,2.33976057512,2.14442378328,1.96556358579,1.98959000012,1.97820154845,5.0,1.78766996537,2.22701281295,4.0,1.91679935112,2.07271113104,3.0,4.0,1.86789496609,4.0,1.0,4.34050260301,1.8764920799,4.0,4.0,4.52259064256,4.40357530576,4.0,2.0,2.12233414979,4.49172705029,4.54598760589,4.5696143029,2.13357888412,4.37800800194,1.69116489882,5.0,4.5538773668,1.84032629189,4.74932766618,1.88756412324,1.76337361492,2.01139657862,2.10728058387,1.90395882618,4.48216065131,3.0,4.45099897052,4.0,2.01172137919,2.33260416701,2.03836739493,2.0833687405,4.54534489102,4.0,5.0,5.0,4.4911502929,4.47369930433,4.38781661229,1.51278661708,5.0,2.17888648271,4.0,4.57659184873,2.0,4.37745511787,2.04113503197,3.0,2.18387326426,1.99477327905,1.62167130116,2.0,4.0,4.0,5.0,4.42550923956,4.0,2.04728526289,4.51059919808,2.34291933319,2.20342903848,4.0,2.1134376562,4.42452932626,4.53220901613,5.0,4.55834919617,5.0,1.0,4.45572217552,4.0,4.63018575008,4.45325646655,4.39264449265,2.16278779965,2.0,1.0,1.91667806425,2.15656670299,5.0,4.66757127379,2.11429151,3.0,2.06754478789,1.97752089204,4.51471556684,3.0,2.0,2.01097753386,1.98342268862,4.37773969777,2.10781167736,2.05862277036,4.38727015691,4.51843809183,5.0,4.54300409531,4.4472242882,1.76434125911,4.0,2.29366677976,1.0,4.0,4.0,4.36453707938,2.18394648317,3.0,2.04627639772,2.12409765861,2.20072909431,2.18852016885,4.0
